번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
542,092070,디엔에프,032004,기타 화학제품 제조업,"10,761,828","5,380,914,000","500",원(KRW),042-932-7939,대전광역시 대덕구  대화로132번길 142 디엔에프 ,2220
543,101000,디엠씨,032902,특수 목적용 기계 제조업,"40,042,474","20,021,237,000","500",원(KRW),055-720-3000,경상남도 김해시  한림면 김해대로 1102-171 디엠씨(주) ,2220
544,134580,디엠티,032604,통신 및 방송 장비 제조업,"11,250,000","5,625,000,000","500",원(KRW),02-3400-4600,서울특별시 강남구 언주로 710 성암빌딩 8층 ,2220
545,039840,디오,032701,의료용 기기 제조업,"15,171,403","7,585,701,500","500",원(KRW),051-745-7777,부산광역시 해운대구 센텀서로 66 ,2220
546,013570,디와이,116409,기타 금융업,"26,319,633","13,159,816,500","500",원(KRW),032-810-4100,인천광역시 남동구  남동서로362번길 36 (남촌동),2220
547,210540,디와이파워,032902,특수 목적용 기계 제조업,"11,041,708","5,520,854,000","500",원(KRW),055-278-0800,경상남도 창원시 성산구 웅남로 812 (성주동),2220
548,079810,디이엔티,032902,특수 목적용 기계 제조업,"8,979,530","4,489,765,000","500",원(KRW),031-831-4300,충청남도 천안시 동남구  수신면 장산동길 32 ,2220
549,113810,디젠스,033003,자동차 신품 부품 제조업,"32,628,051","16,314,025,500","500",원(KRW),041-906-2100,충남 아산시 음봉면 연암율금로 288-7,2220
550,043360,디지아이,032603,컴퓨터 및 주변장치 제조업,"9,000,000","4,500,000,000","500",원(KRW),031-820-8900,경기도 양주시 청담로 52 (주)디지아이 ,2220
551,197140,디지캡,105802,소프트웨어 개발 및 공급업,"3,153,581","1,576,790,500","500",원(KRW),02-3477-2101,서울특별시 강서구 마곡중앙8로7길 11D&C CAMPUS ,2220
552,106520,디지탈옵틱,032703,사진장비 및 광학기기 제조업,"50,011,647","25,005,823,500","500",원(KRW),02-538-5370,경기도 화성시 동탄면 동탄산단2길 47 4층,2220
553,068930,디지털대성,168505,일반 교습 학원,"22,444,723","11,222,361,500","500",원(KRW),(02)2104-8600,서울특별시 서초구  방배로 181 단우빌딩  ,2220
554,033130,디지틀조선,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","37,115,267","18,557,633,500","500",원(KRW),02-3701-2821,서울특별시 중구  세종대로21길 52 (태평로1가) ,2220
555,033310,디케이디앤아이,032509,기타 금속 가공제품 제조업,"21,972,411","10,986,205,500","500",원(KRW),02-2636-2431,서울특별시 영등포구  여의대로 14 KT빌딩 16층,2220
556,105740,디케이락,032901,일반 목적용 기계 제조업,"8,232,912","4,116,456,000","500",원(KRW),055-338-0114,경상남도 김해시 주촌면 골든루트로129번길 7 ,2220
557,007340,디티알오토모티브,032802,일차전지 및 축전지 제조업,"9,994,005","4,997,002,500","500",원(KRW),055-380-5800,울산광역시 울주군 온산읍 처용산업2길 12 디티알 오토모티브,2220
558,187220,디티앤씨,137209,기타 과학기술 서비스업,"9,854,054","4,927,027,000","500",원(KRW),031-329-3411,경기도 용인시 처인구 유림로154번길 42 ,2220
559,026890,디피씨,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","41,678,175","20,839,087,500","500",원(KRW),031-599-0100,경기도 안산시 단원구  산단로19번길  145(목내동),2220
560,163430,디피코,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","2,355,750","1,177,875,000","500",원(KRW),031-688-1500,경기도 군포시 공단로140번길 47-7 ,2220
561,131180,딜리,032603,컴퓨터 및 주변장치 제조업,"29,350,000","2,935,000,000","100",원(KRW),031-860-5500,경기도 동두천시 강변로702번길 30 ,2220
562,042510,라온시큐어,105802,소프트웨어 개발 및 공급업,"31,809,612","15,904,806,000","500",원(KRW),02-561-4545,"서울특별시 강남구 테헤란로 145 역삼동, 우신빌딩 11, 12, 13층 ",2220
563,232680,라온테크,032902,특수 목적용 기계 제조업,"4,259,705","2,129,852,500","500",원(KRW),031-201-0005,경기도 수원시 권선구 산업로156번길 88-4(고색동) ,2220
564,050120,라이브플렉스,074604,생활용품 도매업,"83,243,054","41,621,527,000","500",원(KRW),02-3446-4875,서울특별시 강남구 언주로 702 8층 (논현동),2220
565,171120,라이온켐텍,032004,기타 화학제품 제조업,"15,386,005","7,693,002,500","500",원(KRW),042-930-3300,대전 대덕구 문평동 41-5 ,2220
566,069540,라이트론,032604,통신 및 방송 장비 제조업,"14,168,017","7,084,008,500","500",원(KRW),(042)930-7700,대전광역시 대덕구  문평동로 68 (주)빛과전자 ,2220
567,285770,라이프사이언스테크놀로지,105802,소프트웨어 개발 및 공급업,"3,193,000","1,596,500,000","500",원(KRW),070-8620-8020,"서울특별시 강서구 양천로 401 B-1207(가양동, 강서한강자이타워) ",2220
568,115390,락앤락,032202,플라스틱제품 제조업,"55,000,000","27,500,000,000","500",원(KRW),02-520-9539,충청남도 아산시  선장면 삽교천로 104  (주)락앤락,2220
569,200350,래몽래인,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","1,934,674","967,337,000","500",원(KRW),027619978,"서울특별시 강남구 언주로 729 12층(논현동, 마스터스729빌딩)",2220
570,171010,램테크놀러지,032001,기초 화학물질 제조업,"11,426,716","5,713,358,000","500",원(KRW),031-323-1119,경기도 용인시 처인구  양지면 주북로 285 ,2220
571,084650,랩지노믹스,137001,자연과학 및 공학 연구개발업,"9,068,416","4,534,208,000","500",원(KRW),031-628-0702,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층 ,2220
572,217500,러셀,032902,특수 목적용 기계 제조업,"30,812,000","3,081,200,000","100",원(KRW),043-532-8818,충청북도 진천군 문백면 문진로 320-80 -,2220
573,092590,럭스피아,032601,반도체 제조업,"7,291,098","3,645,549,000","500",원(KRW),070-8671-2500,"경기도 수원시 영통구 광교로 109 10층(이의동, 나노소자특화팹센터) ",2220
574,141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,"10,589,882","5,294,941,000","500",원(KRW),042-861-0688,대전광역시 대덕구 문평서로 8-26(문평동),2220
575,060300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","44,741,032","22,370,516,000","500",원(KRW),031-5171-3800,경기도 성남시 분당구 판교역로146번길 20 현대백화점 판교오피스 12-13층 ,2220
576,038390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,"8,589,480","4,294,740,000","500",원(KRW),02-2001-4563,서울특별시 중구 을지로 100파인에비뉴 B동 19층 ,2220
577,228850,레이언스,032701,의료용 기기 제조업,"16,591,014","8,295,507,000","500",원(KRW),031-8015-6420,경기도 화성시 삼성1로1길 14 &nbsp,2220
578,047440,레이젠,032602,전자부품 제조업,"29,146,629","14,573,314,500","500",원(KRW),031-650-1300,경상북도 칠곡군  왜관읍 공단로5길 18-24 ,2220
579,238120,로고스바이오,032703,사진장비 및 광학기기 제조업,"3,594,724","1,797,362,000","500",원(KRW),031-478-4185,"경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 ",2220
580,215100,로보로보,032809,기타 전기장비 제조업,"17,798,454","1,779,845,400","100",원(KRW),02-909-5050,서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동),2220
581,090360,로보스타,032902,특수 목적용 기계 제조업,"9,750,000","4,875,000,000","500",원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700 ,2220
582,238500,로보쓰리,137309,"그외 기타 전문, 과학 및 기술 서비스업","4,682,166","2,341,083,000","500",원(KRW),02-544-9145,서울특별시 강남구 봉은사로18길 85BM빌딩 2층 ,2220
583,900260,로스웰,116409,기타 금융업,"90,781,250","675,265,221","0",중국위안(CNY),,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong ",2220
584,067730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000","500",원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,2220
585,071280,로체시스템즈,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","15,296,603","7,648,301,500","500",원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),2220
586,032350,롯데관광개발,147502,여행사 및 기타 여행보조 서비스업,"45,395,023","22,697,511,500","500",원(KRW),1577-3000,서울특별시 종로구  세종대로 149 (세종로),2220
587,000400,롯데손해보험,116501,보험업,"134,280,000","134,280,000,000","1,000",원(KRW),02-1588-3344,서울특별시 중구  소월로 3 롯데손해보험빌딩 ,2220
588,023530,롯데쇼핑,074701,종합 소매업,"28,288,755","141,443,775,000","5,000",원(KRW),02-771-2500,서울특별시 중구  남대문로 81 (소공동) ,2220
589,004000,롯데정밀화학,032001,기초 화학물질 제조업,"25,800,000","129,000,000,000","5,000",원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19 ,2220
590,286940,롯데정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,286,000","71,430,000,000","5,000",원(KRW),02-2626-4000,서울특별시 금천구 가산디지털2로 179 롯데정보통신 ,2220
591,280360,롯데제과,031007,기타 식품 제조업,"4,209,102","2,104,551,000","500",원(KRW),02-2670-6302,서울특별시 영등포구 양평로21길 10 ,2220
592,004990,롯데지주,116409,기타 금융업,"116,566,237","23,510,772,000","200",원(KRW),02-750-7114,서울특별시 송파구 올림픽로 300 롯데월드타워,2220
593,005300,롯데칠성음료,031102,비알코올음료 및 얼음 제조업,"799,346","4,384,385,000","5,000",원(KRW),02-3479-9114,서울특별시 서초구 서초대로70길 15 ,2220
594,011170,롯데케미칼,032001,기초 화학물질 제조업,"34,275,419","171,377,095,000","5,000",원(KRW),02-829-4114,"300, Olympic-ro, Songpa-gu, Seoul, Korea Lotte World Tower ",2220
595,002270,롯데푸드,031005,낙농제품 및 식용빙과류 제조업,"1,131,870","5,659,350,000","5,000",원(KRW),02-3469-3114,서울특별시 영등포구 양평로19길 19 -,2220
596,071840,롯데하이마트,074703,가전제품 및 정보통신장비 소매업,"23,607,712","118,038,560,000","5,000",원(KRW),02-2050-5000,서울특별시 강남구  삼성로 156  롯데하이마트빌딩,2220
597,038060,루멘스,032601,반도체 제조업,"47,276,784","23,638,392,000","500",원(KRW),031-8033-2000,경기도 용인시 기흥구 원고매로 12 ,2220
598,082800,루미마이크로,032601,반도체 제조업,"54,436,688","27,218,344,000","500",원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309 ,2220
599,162120,루켄테크놀러지스,032809,기타 전기장비 제조업,"1,600,000","800,000,000","500",원(KRW),070-8633-8009,경기도 이천시 마장면 중부대로2670번길 94 ,2220
600,085370,루트로닉,032701,의료용 기기 제조업,"25,160,725","13,107,534,500","500",원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219 ,2220
601,060240,룽투코리아,105802,소프트웨어 개발 및 공급업,"24,176,133","12,438,066,500","500",원(KRW),02-2640-3530,"서울특별시 금천구  가산디지털1로 137 13층(가산동,IT캐슬 2차)",2220
602,058470,리노공업,032602,전자부품 제조업,"15,242,370","7,621,185,000","500",원(KRW),051-831-3232,부산광역시 강서구 미음산단로105번길 10 ,2220
603,039980,리노스,074704,"섬유, 의복, 신발 및 가죽제품 소매업","37,754,994","18,877,497,000","500",원(KRW),(02)3489-6800,서울특별시 서초구  효령로 317 대한건축사협회  5~6층,2220
604,016100,리더스코스메틱,032004,기타 화학제품 제조업,"18,077,609","9,038,804,500","500",원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,2220
605,197210,리드,032902,특수 목적용 기계 제조업,"73,769,854","7,376,985,400","100",원(KRW),031-8017-3201,경기도 화성시  향남읍 발안공단로4길 118 &nbsp,2220
606,012700,리드코프,074607,기타 전문 도매업,"26,749,230","13,777,741,000","500",원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층 ,2220
607,302550,리메드,032701,의료용 기기 제조업,"4,717,846","2,358,923,000","500",원(KRW),042-934-5560,"대전광역시 유성구 테크노2로 187 (용산동, 미건테크노월드2 301호) ",2220
608,131100,리켐,032001,기초 화학물질 제조업,"4,359,215","2,179,607,500","500",원(KRW),042-825-8630,충청남도 금산군 추부면 금산로 2423-16 리켐(주)- ,2220
609,277070,린드먼아시아,116402,신탁업 및 집합투자업,"13,500,000","6,750,000,000","500",원(KRW),070-7019-4006,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp",2220
610,042500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,936,878","7,468,439,000","500",원(KRW),02-6675-1251,"서울특별시 구로구 디지털로33길 27 409호 (구로동, 삼성IT밸리 4층) ",2220
611,219420,링크제니시스,105802,소프트웨어 개발 및 공급업,"10,000,000","1,000,000,000","100",원(KRW),031-422-3581,"경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp",2220
612,027740,마니커,031001,"도축, 육류 가공 및 저장 처리업","133,061,533","66,530,766,500","500",원(KRW),031-281-5300,경기도 용인시 기흥구  용구대로2219번길 3 (신갈동) ,2220
613,098120,마이크로컨텍솔,032602,전자부품 제조업,"8,312,766","4,156,383,000","500",원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21 ,2220
614,147760,마이크로프랜드,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000","500",원(KRW),02-944-6400,"서울특별시 노원구 공릉로 232, 10층(공릉동, 서울테크노파크) ",2220
615,035480,마제스타,189102,유원지 및 기타 오락관련 서비스업,"45,529,070","22,764,535,000","500",원(KRW),02-3011-9700,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),2220
616,038290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,605,454","5,302,727,000","500",원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차 ,2220
617,204320,만도,033003,자동차 신품 부품 제조업,"46,957,120","46,957,120,000","1,000",원(KRW),031-680-6114,경기도 평택시 포승읍 하만호길 32 ,2220
618,001080,만호제강,032401,1차 철강 제조업,"4,150,000","4,150,000,000","1,000",원(KRW),051-601-0351,부산광역시 강서구  녹산화전로 71 ,2220
619,267980,매일유업,031005,낙농제품 및 식용빙과류 제조업,"7,843,638","3,921,819,000","500",원(KRW),02-2117-2113,서울특별시 종로구 종로1길 50 &nbsp,2220
620,005990,매일홀딩스,116409,기타 금융업,"13,718,304","6,859,152,000","500",원(KRW),02-2127-2113,서울시 종로구 종로1길 50 더케이트윈타워A동 ,2220
621,127160,매직마이크로,032602,전자부품 제조업,"54,198,510","5,419,851,000","100",원(KRW),070-8680-3792,부산광역시 해운대구 센텀중앙로 48 에이스하이테크21 1404호 ,2220
622,093520,매커스,074605,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000","500",원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73 ,2220
623,141070,맥스로텍,032902,특수 목적용 기계 제조업,"24,866,457","12,433,228,500","500",원(KRW),053-584-6540,대구광역시 달서구 성서로71길 40 - ,2220
624,088980,맥쿼리인프라,116402,신탁업 및 집합투자업,"349,044,336","1,815,614,802,841","0",원(KRW),02-3705-8565,"서울특별시 중구 소공로 109 소공동, 한화빌딩 9층",2220
625,094800,맵스리얼티1,116402,신탁업 및 집합투자업,"92,834,331","464,171,655,000","0",원(KRW),02-769-7892,서울 영등포구 여의도동 미래에셋빌딩 45-1,2220
626,067280,멀티캠퍼스,168506,기타 교육기관,"5,926,779","2,963,389,500","500",원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,2220
627,072870,메가스터디,105801,"서적, 잡지 및 기타 인쇄물 출판업","11,920,959","5,960,479,500","500",원(KRW),02-6350-8400,"서울특별시 마포구 상암산로 3415층(상암동, 디지털큐브) ",2220
628,215200,메가스터디교육,168505,일반 교습 학원,"11,621,880","1,162,188,000","100",원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,2220
629,133750,메가엠디,168505,일반 교습 학원,"22,368,593","11,184,296,500","500",원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,2220
630,200580,메디쎄이,032701,의료용 기기 제조업,"3,478,159","1,739,079,500","500",원(KRW),031-879-0414,충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389),2220
631,041920,메디아나,032701,의료용 기기 제조업,"8,650,496","4,325,248,000","500",원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,2220
632,233250,메디안디노스틱,032103,의료용품 및 기타 의약 관련제품 제조업,"1,746,534","1,083,767,000","500",원(KRW),033-244-0100,강원도 춘천시 동내면 순환대로 878 ,2220
633,236340,메디젠휴먼케어,137001,자연과학 및 공학 연구개발업,"2,304,892","1,152,446,000","500",원(KRW),02-555-9808,서울특별시 강남구 테헤란로 223 큰길타워빌딩 20층,2220
634,086900,메디톡스,032101,기초 의약물질 및 생물학적 제제 제조업,"5,656,535","2,828,267,500","500",원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,2220
635,078160,메디포스트,032101,기초 의약물질 및 생물학적 제제 제조업,"7,868,421","3,934,210,500","500",원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,2220
636,065650,메디프론,074605,기계장비 및 관련 물품 도매업,"29,439,113","14,719,556,500","500",원(KRW),02-545-9277,"서울특별시 강서구  양천로 583 1401(염창동, 우림블루나인비즈니스센터에이동)",2220
637,015540,메디플란트,147509,기타 사업지원 서비스업,"5,347,036","2,673,518,000","500",원(KRW),02-3404-3222,서울특별시 강남구 봉은사로 218 5층(역삼동 메디파트너빌딩) ,2220
638,138040,메리츠금융지주,116409,기타 금융업,"140,224,314","71,442,909,000","500",원(KRW),02-2018-6824,서울특별시 강남구  강남대로 382 ,2220
639,008560,메리츠종금증권,116601,금융 지원 서비스업,"605,641,072","605,641,072,000","1,000",원(KRW),02-785-6611,서울특별시 영등포구  국제금융로6길 15 (여의도동) ,2220
640,000060,메리츠화재,116501,보험업,"113,680,000","56,840,000,000","500",원(KRW),02-1566-7711,서울특별시 강남구  강남대로 382 메리츠타워,2220
641,021880,메이슨캐피탈,116409,기타 금융업,"97,204,408","48,602,204,000","500",원(KRW),02-2125-3200,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 ,2220
642,140410,메지온,137001,자연과학 및 공학 연구개발업,"8,618,179","4,309,089,500","500",원(KRW),02-560-8000,서울특별시 강남구  테헤란로87길 35 씨엔드에치빌딩 3층,2220
643,241770,메카로,032004,기타 화학제품 제조업,"9,981,140","5,240,570,000","500",원(KRW),031-646-4400,경기도 평택시 산단로 103-14 ,2220
644,090370,메타랩스,031401,봉제의복 제조업,"44,549,792","22,274,896,000","500",원(KRW),02-2189-7700,서울특별시 강남구 언주로 428(역삼동) ,2220
645,059210,메타바이오메드,032103,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500","500",원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270 ,2220
646,058110,멕아이씨에스,032701,의료용 기기 제조업,"5,361,500","2,680,750,000","500",원(KRW),070) 7119-2520,경기도 파주시 상지석길 21 ,2220
647,096640,멜파스,032602,전자부품 제조업,"21,257,151","10,628,575,500","500",원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14 ,2220
648,017180,명문제약,032102,의약품 제조업,"24,540,000","12,270,000,000","500",원(KRW),031-350-4000,경기도 화성시  향남읍 제약공단2길 26 ,2220
649,267060,명진홀딩스,031002,수산물 가공 및 저장 처리업,"7,008,926","3,504,463,000","500",원(KRW),070-7561-9468,서울특별시 서초구 서초중앙로 41대성빌딩 9층 ,2220
650,012690,모나리자,031709,기타 종이 및 판지 제품 제조업,"36,571,255","18,885,627,500","500",원(KRW),02-829-8800,서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자,2220
651,005360,모나미,074604,생활용품 도매업,"18,897,307","18,897,307,000","1,000",원(KRW),031-216-0153,"경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)",2220
652,149940,모다,032604,통신 및 방송 장비 제조업,"21,160,409","10,580,204,500","500",원(KRW),02-523-7677,서울특별시 강남구 테헤란로 501 브이플렉스 17층 ,2220
653,080420,모다이노칩,074704,"섬유, 의복, 신발 및 가죽제품 소매업","39,860,811","19,930,405,500","500",원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,2220
654,080160,모두투어,147502,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000","500",원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,2220
655,204210,모두투어리츠,126801,부동산 임대 및 공급업,"7,826,815","39,134,075,000","5,000",원(KRW),02-6253-5911,서울특별시 중구 소공로 116 서울센터빌딩 7층 701호 ,2220
656,100030,모바일리더,105802,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000","500",원(KRW),02-2051-4151,"서울특별시 강남구 강남대로 330(역삼동, 우덕빌딩 5층) ",2220
657,087260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,"15,000,000","7,500,000,000","500",원(KRW),031-421-8071,경기도 안양시 동안구 시민대로 401 ,2220
658,101330,모베이스,032604,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000","500",원(KRW),032-529-4200,경기도 화성시 동탄첨단산업1로 73 (영천동) ,2220
659,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400","100",원(KRW),02-3771-3423,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,2220
660,033200,모아텍,032602,전자부품 제조업,"14,331,185","7,665,592,500","500",원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍 ,2220
661,009680,모토닉,033003,자동차 신품 부품 제조업,"33,000,000","16,500,000,000","500",원(KRW),053-589-6262,"서울특별시 중구 청계천로 100 동관 9층(수표동, 시그니쳐타워)",2220
662,118990,모트렉스,033003,자동차 신품 부품 제조업,"27,250,545","2,725,054,500","100",원(KRW),070-4862-6100,경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 ,2220
663,006920,모헨즈,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,920,000","5,460,000,000","500",원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195 ,2220
664,009580,무림P&P,031701,"펄프, 종이 및 판지 제조업","62,368,324","155,920,810,000","2,500",원(KRW),052-231-7000,울산광역시 울주군  온산읍 우봉길 3-36 ,2220
665,001810,무림SP,031701,"펄프, 종이 및 판지 제조업","22,137,500","11,068,750,000","500",원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,2220
666,009200,무림페이퍼,031701,"펄프, 종이 및 판지 제조업","41,609,310","104,023,275,000","2,500",원(KRW),055-751-1234,경상남도 진주시  남강로 1003 (상평동),2220
667,033920,무학,031101,알코올음료 제조업,"28,500,000","5,700,000,000","200",원(KRW),1588-2226,경상남도 창원시 마산회원구  봉암공단2길 6 ,2220
668,008420,문배철강,032401,1차 철강 제조업,"20,503,505","10,251,752,500","500",원(KRW),02-758-6640,서울특별시 동작구 동작대로 35 - ,2220
669,161570,미동앤씨네마,032605,영상 및 음향기기 제조업,"13,791,786","6,895,893,000","500",원(KRW),070-7425-0614,서울특별시 서초구 남부순환로 2652 대명빌딩 7층 ,2220
670,279600,미디어젠,105802,소프트웨어 개발 및 공급업,"2,970,983","1,485,491,500","500",원(KRW),02-6429-7100,"경기도 성남시 분당구 성남대로925번길 41, 4층(야탑동, 파인벤처빌딩) ",2220
671,028040,미래SCI,032309,기타 비금속 광물제품 제조업,"30,812,358","15,406,179,000","500",원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,2220
672,095500,미래나노텍,032202,플라스틱제품 제조업,"23,289,533","11,644,766,500","500",원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),2220
673,025560,미래산업,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","631,818,400","63,181,840,000","100",원(KRW),041-621-5070,충청남도 천안시 서북구 백석공단7로 65 (백석동),2220
674,218150,미래생명자원,031008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800","100",원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",2220
675,007120,미래아이앤지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","103,587,319","51,793,659,500","500",원(KRW),02-3470-4400,서울특별시 강남구 도산대로 509 (청담동),2220
676,006800,미래에셋대우,116601,금융 지원 서비스업,"658,316,408","4,101,960,790,000","5,000",원(KRW),02-768-3355,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,2220
677,265480,미래에셋대우스팩1호,116601,금융 지원 서비스업,"4,840,000","484,000,000","100",원(KRW),02-3774-7171,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관 &nbsp,2220
678,085620,미래에셋생명,116501,보험업,"177,016,189","885,080,945,000","5,000",원(KRW),02-1588-0220,서울특별시 영등포구 국제금융로 56 미래에셋대우빌딩 ,2220
679,239340,미래에셋제5호스팩,116601,금융 지원 서비스업,"4,800,000","480,000,000","100",원(KRW),02-3774-1736,"서울특별시 중구 을지로5길 26, 동관16층 (미래에셋센터원빌딩) &nbsp",2220
680,049950,미래컴퍼니,032902,특수 목적용 기계 제조업,"7,864,540","3,932,270,000","500",원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,2220
681,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000","500",원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,2220
682,207760,미스터블루,106309,기타 정보 서비스업,"24,390,513","2,439,051,300","100",원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",2220
683,225850,미애부,074604,생활용품 도매업,"3,082,333","1,541,166,500","500",원(KRW),1577-1401,"경기도 성남시 중원구 갈마치로 215, 금강펜테리움IT타워 에이동-808 (상대원동) ",2220
684,002840,미원상사,032004,기타 화학제품 제조업,"792,938","7,968,720,000","5,000",원(KRW),031-472-9120,경기도 안산시 단원구  원시로 49 (목내동) ,2220
685,268280,미원에스씨,032001,기초 화학물질 제조업,"5,205,195","2,602,597,500","500",원(KRW),063-260-1500,전라북도 완주군 봉동읍 완주산단1로 167 ,2220
686,107590,미원홀딩스,116409,기타 금융업,"2,331,774","1,315,887,000","500",원(KRW),031-479-9313,경기도 용인시 수지구 포은대로59번길 20 -,2220
687,134380,미원화학,032004,기타 화학제품 제조업,"2,185,180","2,389,992,000","1,000",원(KRW),031-479-9200,울산광역시 남구  장생포로 247 ,2220
688,003650,미창석유공업,031902,석유 정제품 제조업,"1,739,672","8,698,360,000","5,000",원(KRW),051-403-6441,부산광역시 영도구 해양로 241 미창석유 ,2220
689,059090,미코,032601,반도체 제조업,"31,316,603","15,658,301,500","500",원(KRW),031-670-5800,경기도 안성시 공단로 100 ,2220
690,214610,미코바이오메드,032701,의료용 기기 제조업,"10,863,037","5,431,518,500","500",원(KRW),02-2025-3019,"서울특별시 금천구 디지털로9길 47, 9층(가산동, 한신아이티타워2차) ",2220
691,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,172,770","15,586,385,000","500",원(KRW),02-515-2864,"서울특별시 강남구 학동로31길 12 2층(논현동, 벤쳐캐슬빌딩) ",2220
692,214180,민앤지,106309,기타 정보 서비스업,"11,886,628","5,943,314,000","500",원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,2220
